kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;inrichting;aantal_zitplaatsen;eerste_kleur;tweede_kleur;aantal_cilinders;massa_ledig_voertuig;toegestane_maximum_massa_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;catalogusprijs;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;type;typegoedkeuringsnummer;variant;uitvoering;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;aantal_rolstoelplaatsen;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;maximum_last_onder_de_vooras_sen_tezamen_koppeling;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;maximale_constructiesnelheid;maximum_ondersteunende_snelheid;hoogte_voertuig;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt
G017XB;Personenauto;TESLA;MODEL 3;20231227;20191227;sedan;5;GRIJS;Niet geregistreerd;;1831;2305;1931;20191227;20191227;Geen verstrekking in Open Data;65680;Ja;4;4;0;0;469;185;M1;;2305;003;e4*2007/46*1293*06;E3D;PP2N;0;0.03;288;Nee;Ja;Nee;0;0;2023;Logisch;00;Ja;2023-12-27T00:00:00.000;2019-12-27T00:00:00.000;2019-12-27T00:00:00.000;2019-12-27T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;261;0.00;144;;
G017XK;Personenauto;TESLA;MODEL 3;20231227;20191227;sedan;5;WIT;Niet geregistreerd;;1831;2305;1931;20191227;20191227;Geen verstrekking in Open Data;58300;Ja;4;4;0;0;469;185;M1;;2305;003;e4*2007/46*1293*06;E3D;BB1N;0;0.03;288;Nee;Ja;Nee;0;0;2023;Logisch;00;Ja;2023-12-27T00:00:00.000;2019-12-27T00:00:00.000;2019-12-27T00:00:00.000;2019-12-27T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;233;0.00;144;;
G018BB;Personenauto;TESLA;MODEL 3;20230821;20190821;sedan;5;GRIJS;Niet geregistreerd;;1701;2180;1801;20190821;20190821;Geen verstrekking in Open Data;55150;Ja;4;4;0;0;469;185;M1;;2180;003;e4*2007/46*1293*04;E3R;BB1N;0;0.06;288;Nee;Ja;Nee;0;0;2023;Logisch;00;Ja;2023-08-21T00:00:00.000;2019-08-21T00:00:00.000;2019-08-21T00:00:00.000;2019-08-21T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;225;0.00;144;;
G018DX;Personenauto;TESLA;MODEL 3;20230914;20190914;sedan;5;WIT;Niet geregistreerd;;1584;2060;1684;20190914;20190914;Geen verstrekking in Open Data;47800;Ja;4;4;0;0;469;185;M1;;2060;003;e4*2007/46*1293*04;E1R;BB1N;0;0.06;288;Nee;Ja;Nee;0;0;2023;Logisch;00;Ja;2023-09-14T00:00:00.000;2019-09-14T00:00:00.000;2019-09-14T00:00:00.000;2019-09-14T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;225;0.00;144;;
G018DZ;Personenauto;TESLA;MODEL 3;20230910;20190910;sedan;5;ROOD;Niet geregistreerd;;1831;2305;1931;20190910;20190910;Geen verstrekking in Open Data;61480;Ja;4;4;0;0;469;185;M1;;2305;003;e4*2007/46*1293*04;E3D;BB1T1;0;0.03;288;Nee;Nee;Nee;3305;0;2023;Logisch;00;Ja;2023-09-10T00:00:00.000;2019-09-10T00:00:00.000;2019-09-10T00:00:00.000;2019-09-10T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;750;1000;233;0.00;144;;
G018FS;Personenauto;TESLA;MODEL 3;20230919;20190919;sedan;5;BLAUW;Niet geregistreerd;;1584;2060;1684;20190919;20190919;Geen verstrekking in Open Data;50080;Ja;4;4;0;0;469;185;M1;;2060;003;e4*2007/46*1293*04;E1R;BB1N;0;0.06;288;Nee;Ja;Nee;0;0;2023;Logisch;00;Ja;2023-09-19T00:00:00.000;2019-09-19T00:00:00.000;2019-09-19T00:00:00.000;2019-09-19T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;225;0.00;144;;
G018GJ;Personenauto;TESLA;MODEL 3;20230926;20190926;sedan;5;ZWART;Niet geregistreerd;;1584;2060;1684;20190926;20190926;Geen verstrekking in Open Data;49400;Ja;4;4;0;0;469;185;M1;;2060;003;e4*2007/46*1293*04;E1R;BB1N;0;0.06;288;Nee;Ja;Nee;0;0;2023;Logisch;00;Ja;2023-09-26T00:00:00.000;2019-09-26T00:00:00.000;2019-09-26T00:00:00.000;2019-09-26T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;225;0.00;144;;
G018GL;Personenauto;TESLA;MODEL 3;20230923;20190923;sedan;5;GRIJS;Niet geregistreerd;;1584;2060;1684;20190923;20190923;Geen verstrekking in Open Data;48850;Ja;4;4;0;0;469;185;M1;;2060;003;e4*2007/46*1293*04;E1R;BB1N;0;0.06;288;Nee;Ja;Nee;0;0;2023;Logisch;00;Ja;2023-09-23T00:00:00.000;2019-09-23T00:00:00.000;2019-09-23T00:00:00.000;2019-09-23T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;225;0.00;144;;
G018HJ;Personenauto;TESLA;MODEL 3;20230930;20210713;sedan;5;WIT;Niet geregistreerd;;1584;2060;1684;20190930;20190930;Geen verstrekking in Open Data;47800;Ja;4;4;0;0;469;185;M1;;2060;003;e4*2007/46*1293*04;E1R;BB1N;0;0.06;288;Nee;Ja;Nee;0;0;2023;Logisch;00;Ja;2023-09-30T00:00:00.000;2021-07-13T00:00:00.000;2019-09-30T00:00:00.000;2019-09-30T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;225;0.00;144;;
G018LT;Personenauto;TESLA;MODEL 3;20231107;20211104;sedan;5;ZWART;Niet geregistreerd;;1831;2305;1931;20191107;20191107;Geen verstrekking in Open Data;58300;Ja;4;4;0;0;469;185;M1;;2305;003;e4*2007/46*1293*05;E3D;BB1N;0;0.03;288;Nee;Ja;Nee;0;0;2023;Logisch;00;Ja;2023-11-07T00:00:00.000;2021-11-04T00:00:00.000;2019-11-07T00:00:00.000;2019-11-07T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;233;0.00;144;;
G018NZ;Personenauto;TESLA;MODEL 3;20231111;20191111;sedan;5;ZWART;Niet geregistreerd;;1584;2060;1684;20191111;20191111;Geen verstrekking in Open Data;48600;Ja;4;4;0;0;469;185;M1;;2060;003;e4*2007/46*1293*05;E1R;BB1N;0;0.06;288;Nee;Ja;Nee;0;0;2023;Logisch;00;Ja;2023-11-11T00:00:00.000;2019-11-11T00:00:00.000;2019-11-11T00:00:00.000;2019-11-11T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;225;0.00;144;;
G018PD;Personenauto;TESLA;MODEL 3;20231120;20191120;sedan;5;BLAUW;Niet geregistreerd;;1584;2060;1684;20191120;20191120;Geen verstrekking in Open Data;48850;Ja;4;4;0;0;469;185;M1;;2060;003;e4*2007/46*1293*05;E1R;BB1N;0;0.06;288;Nee;Ja;Nee;0;0;2023;Logisch;00;Ja;2023-11-20T00:00:00.000;2019-11-20T00:00:00.000;2019-11-20T00:00:00.000;2019-11-20T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;225;0.00;144;;
G018PJ;Personenauto;TESLA;MODEL 3;20231203;20191204;sedan;5;GRIJS;Niet geregistreerd;;1584;2060;1684;20191203;20191203;Geen verstrekking in Open Data;50080;Ja;4;4;0;0;469;185;M1;;2060;003;e4*2007/46*1293*05;E1R;BB1N;0;0.06;288;Nee;Ja;Nee;0;0;2023;Logisch;00;Ja;2023-12-03T00:00:00.000;2019-12-04T00:00:00.000;2019-12-03T00:00:00.000;2019-12-03T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;225;0.00;144;;
G018RB;Personenauto;TESLA;MODEL 3;20231205;20191205;sedan;5;BLAUW;Niet geregistreerd;;1584;2060;1684;20191205;20191205;Geen verstrekking in Open Data;50080;Ja;4;4;0;0;469;185;M1;;2060;003;e4*2007/46*1293*05;E1R;BB1N;0;0.06;288;Nee;Ja;Nee;0;0;2023;Logisch;00;Ja;2023-12-05T00:00:00.000;2019-12-05T00:00:00.000;2019-12-05T00:00:00.000;2019-12-05T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;225;0.00;144;;
G018RF;Personenauto;TESLA;MODEL 3;20231209;20191209;sedan;5;WIT;Niet geregistreerd;;1584;2060;1684;20191209;20191209;Geen verstrekking in Open Data;48980;Ja;4;4;0;0;469;185;M1;;2060;003;e4*2007/46*1293*05;E1R;BB1N;0;0.06;288;Nee;Nee;Nee;0;0;2023;Logisch;00;Ja;2023-12-09T00:00:00.000;2019-12-09T00:00:00.000;2019-12-09T00:00:00.000;2019-12-09T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;225;0.00;144;;
G018SK;Personenauto;TESLA;MODEL 3;20231212;20201201;sedan;5;WIT;Niet geregistreerd;;1584;2060;1684;20191212;20191212;Geen verstrekking in Open Data;48880;Ja;4;4;0;0;469;185;M1;;2060;003;e4*2007/46*1293*05;E1R;BB1T1;0;0.06;288;Nee;Ja;Nee;3060;0;2023;Logisch;00;Ja;2023-12-12T00:00:00.000;2020-12-01T00:00:00.000;2019-12-12T00:00:00.000;2019-12-12T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;750;1000;225;0.00;144;;
G018SL;Personenauto;TESLA;MODEL 3;20231214;20191214;sedan;5;WIT;Niet geregistreerd;;1584;2060;1684;20191214;20191214;Geen verstrekking in Open Data;50480;Ja;4;4;0;0;469;185;M1;;2060;003;e4*2007/46*1293*05;E1R;BB1T1;0;0.06;288;Nee;Ja;Nee;3060;0;2023;Logisch;00;Ja;2023-12-14T00:00:00.000;2019-12-14T00:00:00.000;2019-12-14T00:00:00.000;2019-12-14T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;750;1000;225;0.00;144;;
G018TK;Personenauto;TESLA;MODEL 3;20231217;20220802;sedan;5;ZWART;Niet geregistreerd;;1831;2305;1931;20191217;20191217;Geen verstrekking in Open Data;60080;Ja;4;4;0;0;469;185;M1;;2305;003;e4*2007/46*1293*06;E3D;BB1N;0;0.03;288;Nee;Ja;Nee;0;0;2023;Logisch;00;Ja;2023-12-17T00:00:00.000;2022-08-02T00:00:00.000;2019-12-17T00:00:00.000;2019-12-17T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;233;0.00;144;;
G018TR;Personenauto;TESLA;MODEL 3;20231217;20191217;sedan;5;ROOD;Niet geregistreerd;;1584;2060;1684;20191217;20191217;Geen verstrekking in Open Data;52880;Ja;4;4;0;0;469;185;M1;;2060;003;e4*2007/46*1293*06;E1R;BB1N;0;0.06;288;Nee;Ja;Nee;0;0;2023;Logisch;00;Ja;2023-12-17T00:00:00.000;2019-12-17T00:00:00.000;2019-12-17T00:00:00.000;2019-12-17T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;225;0.00;144;;
G018VB;Personenauto;TESLA;MODEL S;20231207;20191207;hatchback;5;ZWART;Niet geregistreerd;;2190;2694;2290;20191207;20191207;Geen verstrekking in Open Data;95800;Ja;5;4;0;0;498;196;M1;;2694;002;e4*2007/46*0667*26;SA3;EBS25N;0;0.04;296;Nee;Nee;Nee;0;0;2023;Logisch;00;Ja;2023-12-07T00:00:00.000;2019-12-07T00:00:00.000;2019-12-07T00:00:00.000;2019-12-07T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;250;0.00;145;;
G018VF;Personenauto;TESLA;MODEL 3;20231214;20191214;sedan;5;ZWART;Niet geregistreerd;;1831;2305;1931;20191214;20191214;Geen verstrekking in Open Data;59830;Ja;4;4;0;0;469;185;M1;;2305;003;e4*2007/46*1293*06;E3D;BB1N;0;0.03;288;Nee;Ja;Nee;0;0;2023;Logisch;00;Ja;2023-12-14T00:00:00.000;2019-12-14T00:00:00.000;2019-12-14T00:00:00.000;2019-12-14T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;233;0.00;144;;
G018VK;Personenauto;TESLA;MODEL 3;20231219;20191219;sedan;5;WIT;Niet geregistreerd;;1584;2060;1684;20191219;20191219;Geen verstrekking in Open Data;51830;Ja;4;4;0;0;469;185;M1;;2060;003;e4*2007/46*1293*06;E1R;BB1T1;0;0.06;288;Nee;Nee;Nee;3060;0;2023;Logisch;00;Ja;2023-12-19T00:00:00.000;2019-12-19T00:00:00.000;2019-12-19T00:00:00.000;2019-12-19T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;750;1000;225;0.00;144;;
G018VX;Personenauto;TESLA;MODEL 3;20231220;20220802;sedan;5;ZWART;Niet geregistreerd;;1831;2305;1931;20191220;20191220;Geen verstrekking in Open Data;67930;Ja;4;4;0;0;469;185;M1;;2305;003;e4*2007/46*1293*06;E3D;BB1N;0;0.03;288;Nee;Ja;Nee;0;0;2023;Logisch;00;Ja;2023-12-20T00:00:00.000;2022-08-02T00:00:00.000;2019-12-20T00:00:00.000;2019-12-20T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;233;0.00;144;;
G018XB;Personenauto;TESLA;MODEL 3;20231228;20191228;sedan;5;GRIJS;Niet geregistreerd;;1831;2305;1931;20191228;20191228;Geen verstrekking in Open Data;66480;Ja;4;4;0;0;469;185;M1;;2305;003;e4*2007/46*1293*06;E3D;BB1N;0;0.03;288;Nee;Ja;Nee;0;0;2023;Logisch;00;Ja;2023-12-28T00:00:00.000;2019-12-28T00:00:00.000;2019-12-28T00:00:00.000;2019-12-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;233;0.00;144;;
G018XK;Personenauto;TESLA;MODEL 3;20231229;20191229;sedan;5;WIT;Niet geregistreerd;;1831;2305;1931;20191229;20191229;Geen verstrekking in Open Data;58300;Ja;4;4;0;0;469;185;M1;;2305;003;e4*2007/46*1293*06;E3D;BB1N;0;0.03;288;Nee;Nee;Nee;0;0;2023;Logisch;00;Ja;2023-12-29T00:00:00.000;2019-12-29T00:00:00.000;2019-12-29T00:00:00.000;2019-12-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;233;0.00;144;;
G019BB;Personenauto;TESLA;MODEL 3;20230826;20190826;sedan;5;ZWART;Niet geregistreerd;;1584;2060;1684;20190826;20190826;Geen verstrekking in Open Data;47800;Ja;4;4;0;0;469;185;M1;;2060;003;e4*2007/46*1293*04;E1R;BB1N;0;0.06;288;Nee;Ja;Nee;0;0;2023;Logisch;00;Ja;2023-08-26T00:00:00.000;2019-08-26T00:00:00.000;2019-08-26T00:00:00.000;2019-08-26T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;225;0.00;144;;
G019DX;Personenauto;TESLA;MODEL 3;20230910;20190910;sedan;5;ZWART;Niet geregistreerd;;1831;2305;1931;20190910;20190910;Geen verstrekking in Open Data;59100;Ja;4;4;0;0;469;185;M1;;2305;003;e4*2007/46*1293*04;E3D;BB1N;0;0.03;288;Nee;Nee;Nee;0;0;2023;Logisch;00;Ja;2023-09-10T00:00:00.000;2019-09-10T00:00:00.000;2019-09-10T00:00:00.000;2019-09-10T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;233;0.00;144;;
G019FS;Personenauto;TESLA;MODEL 3;;20230309;sedan;5;WIT;Niet geregistreerd;;1831;2305;1931;20190917;20190917;Geen verstrekking in Open Data;59380;Ja;4;4;0;0;469;185;M1;;2305;003;e4*2007/46*1293*04;E3D;BB1T1;0;0.03;288;Ja;Ja;Nee;3305;0;2023;Logisch;00;Nee;;2023-03-09T00:00:00.000;2019-09-17T00:00:00.000;2019-09-17T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;750;1000;233;0.00;144;;
G019GJ;Personenauto;TESLA;MODEL 3;20230926;20190926;sedan;5;ZWART;Niet geregistreerd;;1831;2305;1931;20190926;20190926;Geen verstrekking in Open Data;58300;Ja;4;4;0;0;469;185;M1;;2305;003;e4*2007/46*1293*04;E3D;BB1N;0;0.03;288;Nee;Nee;Nee;0;0;2023;Logisch;00;Ja;2023-09-26T00:00:00.000;2019-09-26T00:00:00.000;2019-09-26T00:00:00.000;2019-09-26T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;233;0.00;144;;
G019GL;Personenauto;TESLA;MODEL 3;20230930;20190930;sedan;5;GRIJS;Niet geregistreerd;;1584;2060;1684;20190930;20190930;Geen verstrekking in Open Data;49930;Ja;4;4;0;0;469;185;M1;;2060;003;e4*2007/46*1293*04;E1R;BB1T1;0;0.06;288;Nee;Ja;Nee;3060;0;2023;Logisch;00;Ja;2023-09-30T00:00:00.000;2019-09-30T00:00:00.000;2019-09-30T00:00:00.000;2019-09-30T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;750;1000;225;0.00;144;;
G019GN;Personenauto;TESLA;MODEL 3;20230927;20210223;sedan;5;GRIJS;Niet geregistreerd;;1831;2305;1931;20190927;20190927;Geen verstrekking in Open Data;65680;Ja;4;4;0;0;469;185;M1;;2305;003;e4*2007/46*1293*04;E3D;PP2N;0;0.03;288;Nee;Ja;Nee;0;0;2023;Logisch;00;Ja;2023-09-27T00:00:00.000;2021-02-23T00:00:00.000;2019-09-27T00:00:00.000;2019-09-27T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;261;0.00;144;;
G019HJ;Personenauto;TESLA;MODEL 3;20230930;20190930;sedan;5;WIT;Niet geregistreerd;;1584;2060;1684;20190930;20190930;Geen verstrekking in Open Data;47800;Ja;4;4;0;0;469;185;M1;;2060;003;e4*2007/46*1293*04;E1R;BB1N;0;0.06;288;Nee;Ja;Nee;0;0;2023;Logisch;00;Ja;2023-09-30T00:00:00.000;2019-09-30T00:00:00.000;2019-09-30T00:00:00.000;2019-09-30T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;225;0.00;144;;
G019LT;Personenauto;TESLA;MODEL 3;20231101;20191101;sedan;5;ZWART;Niet geregistreerd;;1831;2305;1931;20191101;20191101;Geen verstrekking in Open Data;60400;Ja;4;4;0;0;469;185;M1;;2305;003;e4*2007/46*1293*05;E3D;BB1N;0;0.03;288;Nee;Ja;Nee;0;0;2023;Logisch;00;Ja;2023-11-01T00:00:00.000;2019-11-01T00:00:00.000;2019-11-01T00:00:00.000;2019-11-01T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;233;0.00;144;;
G019NZ;Personenauto;TESLA;MODEL 3;20231112;20191112;sedan;5;WIT;Niet geregistreerd;;1831;2305;1931;20191112;20191112;Geen verstrekking in Open Data;60130;Ja;4;4;0;0;469;185;M1;;2305;003;e4*2007/46*1293*05;E3D;BB1T1;0;0.03;288;Nee;Ja;Nee;3305;0;2023;Logisch;00;Ja;2023-11-12T00:00:00.000;2019-11-12T00:00:00.000;2019-11-12T00:00:00.000;2019-11-12T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;750;1000;233;0.00;144;;
G019PD;Personenauto;TESLA;MODEL 3;20231106;20191106;sedan;5;ZWART;Niet geregistreerd;;1831;2305;1931;20191106;20191106;Geen verstrekking in Open Data;60180;Ja;4;4;0;0;469;185;M1;;2305;003;e4*2007/46*1293*05;E3D;BB1T1;0;0.03;288;Nee;Ja;Nee;3305;0;2023;Logisch;00;Ja;2023-11-06T00:00:00.000;2019-11-06T00:00:00.000;2019-11-06T00:00:00.000;2019-11-06T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;750;1000;233;0.00;144;;
